,Wine,Location,Rating,Price,Year
3706,Rusack 2007 Syrah (Santa Barbara County),Central Coast,91,25.0,2007
3707,A Donkey and Goat 2007 Fenaughty Vineyard Syrah (El Dorado),Sierra Foothills,91,35.0,2007
3708,Davis Family 2007 Guyzer Block Syrah (Russian River Valley),Sonoma,91,38.0,2007
3709,A Donkey and Goat 2007 The Recluse Broken Leg Vineyard Syrah (Anderson Valley),California,91,35.0,2007
3710,Brander 2008 Colson Canyon Vineyard Syrah (Santa Barbara County),Central Coast,90,35.0,2008
3711,Sinor-LaVallee 2007 Luna Matta Vineyard Syrah (Paso Robles),Central Coast,90,25.0,2007
3712,Brander 2008 Mesa Verde Vineyard Syrah (Santa Barbara County),Central Coast,90,20.0,2008
3713,Robert Hall 2007 Syrah (Paso Robles),Central Coast,90,21.0,2007
3714,A Donkey and Goat 2007 Syrah (Mendocino),California,89,20.0,2007
3715,A Donkey and Goat 2007 Perli Vineyards Syrah (Mendocino Ridge),California,89,35.0,2007
3716,Brander 2008 Clover Creek Vineyard Syrah (Santa Barbara County),Central Coast,88,20.0,2008
3717,Brander 2008 Syrah (Santa Ynez Valley),Central Coast,88,22.0,2008
3718,Lawer 2007 Three Coins Betsy's Vineyard Syrah (Knights Valley),Sonoma,87,28.0,2007
3719,Manzanita Creek 2007 De Luxe Syrah (Sonoma Coast),Sonoma,87,27.0,2007
3720,Forth 2005 La Rousse Vineyard Syrah (Dry Creek Valley),Sonoma,87,24.0,2005
3721,Cuvaison 2007 Syrah (Carneros),Napa-Sonoma,87,32.0,2007
3722,Paraiso Vineyards 2004 Syrah (Santa Lucia Highlands),Central Coast,86,20.0,2004
3723,Jalama 2006 La Presa Syrah (Santa Barbara County),Central Coast,86,30.0,2006
3724,Jalama 2006 Paradise Road Syrah (Santa Barbara County),Central Coast,86,30.0,2006
3725,Scheid Vineyards 2006 Syrah (Monterey),Central Coast,86,24.0,2006
3726,Terry Hoage 2007 The Hedge Syrah (Paso Robles),Central Coast,85,48.0,2007
3727,Calcareous 2007 Twisted Sisters Syrah (Paso Robles),Central Coast,85,28.0,2007
3728,B Cellars 2006 Syrah (Napa Valley),Napa,83,45.0,2006
3729,Oak Grove 2008 Reserve Shiraz (California),California Other,82,8.0,2008
3730,Lucas & Lewellen 2006 Syrah (Santa Barbara County),Central Coast,82,26.0,2006
3731,Failla 2007 Estate Vineyard Syrah (Sonoma Coast),Sonoma,96,56.0,2007
3732,Testarossa 2007 Garys' Vineyard Syrah (Santa Lucia Highlands),Central Coast,94,54.0,2007
3733,Betz Family 2007 La Côte Rousse Syrah (Red Mountain),Columbia Valley,94,55.0,2007
3734,Betz Family 2007 La Serenne Syrah (Yakima Valley),Columbia Valley,94,55.0,2007
3735,Fielding Hills 2007 RiverBend Vineyard Syrah (Wahluke Slope),Columbia Valley,93,40.0,2007
3736,Olson Ogden 2007 Stagecoach Vineyard Syrah (Napa Valley),Napa,93,52.0,2007
3737,Olson Ogden 2007 Unti Vineyard Syrah (Dry Creek Valley),Sonoma,93,38.0,2007
3738,Quady North 2006 Flagship Syrah (Applegate Valley),Southern Oregon,93,65.0,2006
3739,Think Tank 2007 White Hawk Vineyard Syrah (Santa Barbara County),Central Coast,93,45.0,2007
3740,Quivira 2007 Wine Creek Ranch Syrah (Dry Creek Valley),Sonoma,93,28.0,2007
3741,Dragonette 2007 Syrah (Santa Ynez Valley),Central Coast,92,35.0,2007
3742,Verve 2006 Syrah (Sonoma Mountain),Sonoma,92,24.0,2006
3743,Longboard 2006 Dakine Vineyard Syrah (Russian River Valley),Sonoma,92,45.0,2006
3744,Cougar Crest 2005 Estate Grown Reserve Syrah (Walla Walla Valley (OR)),Oregon Other,92,55.0,2005
3745,Mi Sueño 2005 Syrah (Napa Valley),Napa,92,45.0,2005
3746,Stevens 2007 BlackTongue Syrah (Yakima Valley),Columbia Valley,92,30.0,2007
3747,Betz Family 2007 La Côte Patriarche Syrah (Yakima Valley),Columbia Valley,91,55.0,2007
3748,Bearboat 2007 Syrah (Russian River Valley),Sonoma,91,20.0,2007
3749,Adelaida 2006 Reserve The Glenrose Vineyard Syrah (Paso Robles),Central Coast,91,55.0,2006
3750,Testarossa 2007 Thompson Vineyard Syrah (Santa Barbara County),Central Coast,91,54.0,2007
3751,Olson Ogden 2007 Syrah (Sonoma-Napa),Napa-Sonoma,91,28.0,2007
3752,Columbia Crest 2006 Reserve Syrah (Columbia Valley (WA)),Columbia Valley,91,20.0,2006
3753,Adelaida 2006 Reserve Viking Estate Vineyard Syrah (Paso Robles),Central Coast,91,65.0,2006
3754,Gramercy 2006 Lagniappe Syrah (Columbia Valley (WA)),Columbia Valley,91,38.0,2006
3755,Reynvaan Family Vineyards 2007 The Contender Syrah (Walla Walla Valley (WA)),Columbia Valley,91,55.0,2007
3756,Peloton 2007 Laetitia Vineyard Syrah (Arroyo Grande Valley),Central Coast,90,26.0,2007
3757,Barrister 2006 Bacchus Vineyard Syrah (Columbia Valley (WA)),Columbia Valley,90,27.0,2006
3758,Koehler 2007 Syrah (Santa Ynez Valley),Central Coast,90,30.0,2007
3759,Signorello 2007 Syrah (Napa Valley),Napa,90,42.0,2007
3760,Chateau Ste. Michelle 2006 Ethos Syrah (Columbia Valley (WA)),Columbia Valley,90,28.0,2006
3761,Buoncristiani 2006 Artistico Syrah (Napa Valley),Napa,90,60.0,2006
3762,Gorman 2007 The Pixie Syrah (Red Mountain),Columbia Valley,90,42.0,2007
3763,Saintsbury 2007 Sawi Vineyard Syrah (Sonoma Valley),Sonoma,90,40.0,2007
3764,Abacela 2006 Estate Syrah (Southern Oregon),Southern Oregon,90,30.0,2006
3765,Pavo 2007 Estate Syrah (Sonoma Valley),Sonoma,90,36.0,2007
3766,Reynvaan Family Vineyards 2007 In The Rocks Syrah (Walla Walla Valley (WA)),Columbia Valley,90,45.0,2007
3767,Cougar Crest 2005 Estate Syrah (Walla Walla Valley (OR)),Oregon Other,90,32.0,2005
3768,Wrath 2007 877/Noir Syrah (Santa Lucia Highlands),Central Coast,89,35.0,2007
3769,La Fenêtre 2007 Alisos Vineyard Syrah (Santa Barbara County),Central Coast,89,33.0,2007
3770,Hanna 2004 Bismark Mountain Vineyard Syrah (Sonoma Valley),Sonoma,89,48.0,2004
3771,Keller Estate 2006 La Cruz Vineyard Syrah (Sonoma Coast),Sonoma,89,36.0,2006
3772,Klinker Brick 2007 Farráh Syrah (Lodi),Central Valley,89,18.0,2007
3773,Carica 2007 Kick Ranch Syrah (Sonoma County),Sonoma,89,30.0,2007
3774,Falcone 2007 Syrah (Paso Robles),Central Coast,88,25.0,2007
3775,"Quady North 2006 4-2,A Syrah (Rogue Valley)",Southern Oregon,88,25.0,2006
3776,Sawtooth 2005 Syrah,Idaho,88,15.0,2005
3777,Grey Stack 2006 Marie's Block Dry Stack Vineyard Syrah (Bennett Valley),Sonoma,88,38.0,2006
3778,Astrale e Terra 2004 Estate Syrah (Atlas Peak),Napa,88,28.0,2004
3779,Longboard 2005 Syrah (Russian River Valley),Sonoma,88,28.0,2005
3780,Arger-Martucci 2006 Syrah (Atlas Peak),Napa,87,25.0,2006
3781,Meyer Family Cellars 2005 Syrah (Mendocino County),California,87,35.0,2005
3782,Morgan 2007 Syrah (Monterey),Central Coast,87,20.0,2007
3783,Pessagno 2006 Idyll Times Vineyard Syrah (San Benito County),Central Coast,87,35.0,2006
3784,Abacela 2007 Cuvée Syrah (Umpqua Valley),Southern Oregon,87,19.0,2007
3785,Saddleback 2006 Syrah (Los Carneros),Napa-Sonoma,87,45.0,2006
3786,John Anthony 2006 Syrah (Napa Valley),Napa,87,45.0,2006
3787,Alexander Valley Vineyards 2007 Wetzel Family Estate Syrah (Alexander Valley),Sonoma,87,19.0,2007
3788,Stefania 2007 Eaglepoint Ranch Syrah (Mendocino County),California,87,32.0,2007
3789,Novy 2007 Rosella's Vineyard Syrah (Santa Lucia Highlands),Central Coast,87,33.0,2007
3790,Novy 2007 Unti Vineyard Syrah (Dry Creek Valley),Sonoma,87,29.0,2007
3791,Clary Ranch 2006 Grower's Reserve Shazzam! Syrah (Sonoma Coast),Sonoma,86,28.0,2006
3792,Castle Rock 2007 Syrah (Russian River Valley),Sonoma,86,11.0,2007
3793,Buena Vista 2006 Syrah (Carneros),Napa-Sonoma,86,23.0,2006
3794,Adobe Road 2006 Kemp Vineyard Syrah (Dry Creek Valley),Sonoma,86,39.0,2006
3795,Kenwood 2006 Jack London Vineyard Syrah (Sonoma Valley),Sonoma,86,25.0,2006
3796,Rivka Simone 2007 Syrah (Santa Barbara County),Central Coast,86,30.0,2007
3797,Mantra 2006 Syrah (Alexander Valley),Sonoma,86,28.0,2006
3798,Porter Family Vineyards 2007 Syrah (Napa Valley),Napa,86,47.0,2007
3799,Rocca 2006 Syrah (Yountville),Napa,85,45.0,2006
3800,Clos La Chance 2006 Black-Chinned Hummingbird Series Syrah (Central Coast),Central Coast,85,18.0,2006
3801,Scott 2007 Black Oak Vineyard Syrah (Santa Ynez Valley),Central Coast,84,28.0,2007
3802,San Simeon 2006 Syrah (Monterey),Central Coast,84,24.0,2006
3803,Pepperwood Grove 2007 Syrah (California),California Other,83,7.0,2007
3804,Grizzly Republic 2006 Shiraz (Napa Valley),Napa,83,45.0,2006
3805,Midnight 2006 Nocturne Syrah (Paso Robles),Central Coast,83,24.0,2006
3806,Watts 2004 Los Robles Vineyard Reserve Syrah (Clements Hills),Central Valley,83,18.0,2004
3807,Cameron Hughes 2007 Lot 135 Syrah (Central Coast),Central Coast,83,12.0,2007
3808,Fasi Crest 2007 Private Reserve Syrah (Madera),Central Valley,83,24.0,2007
3809,Smoking Loon 2007 Syrah (California),California Other,83,9.0,2007
3810,Hovey 2007 Dalton Cuvée Petite Sirah Syrah (Calaveras County),Sierra Foothills,82,20.0,2007
3811,Alchemy Wine Productions 2006 Colson Canyon Syrah (Santa Maria Valley),Central Coast,82,25.0,2006
3812,Mission Trail 2006 Syrah (Monterey County),Central Coast,80,18.0,2006
3813,Charles Smith 2006 Royal City Syrah (Columbia Valley (WA)),Columbia Valley,100,80.0,2006
3814,Watermill 2006 Praying Mantis Syrah (Walla Walla Valley (WA)),Columbia Valley,93,32.0,2006
3815,Dutton Estate 2006 Dutton Ranch Cherry Ridge Vineyard Syrah (Russian River Valley),Sonoma,92,40.0,2006
3816,Corliss Estates 2004 Syrah (Columbia Valley (WA)),Columbia Valley,92,55.0,2004
3817,Coeur d'Alene 2006 Boushey Vineyard Syrah (Washington),Washington Other,91,36.0,2006
3818,Coeur d'Alene 2006 Opulence Syrah (Washington),Washington Other,90,40.0,2006
3819,Dunham 2005 Frenchtown Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,90,75.0,2005
3820,Leonesse Cellars 2006 Signature Selection Syrah (Temecula Valley),South Coast,89,70.0,2006
3821,Balboa 2008 Mirage Vineyard Syrah (Columbia Valley (WA)),Columbia Valley,89,18.0,2008
3822,Novelty Hill 2006 Stillwater Creek Vineyard Syrah (Columbia Valley (WA)),Columbia Valley,89,28.0,2006
3823,Leonesse Cellars 2006 Vista Del Monte Vineyard Syrah (Temecula Valley),South Coast,89,44.0,2006
3824,Coeur d'Alene 2006 Stillwater Creek Vineyard Syrah (Washington),Washington Other,89,36.0,2006
3825,Dunham 2006 Syrah (Columbia Valley (WA)),Columbia Valley,89,45.0,2006
3826,Newsome-Harlow 2006 Syrah (Calaveras County),Sierra Foothills,89,30.0,2006
3827,Coeur d'Alene 2006 Alder Ridge Vineyard Syrah (Washington),Washington Other,88,40.0,2006
3828,Rancho Sisquoc 2006 Flood Family Vineyards Syrah (Santa Barbara County),Central Coast,88,25.0,2006
3829,Novelty Hill 2006 Columbia Valley Syrah (Columbia Valley (WA)),Columbia Valley,88,22.0,2006
3830,Schulz 2007 Fortunati Vineyard Syrah (Oak Knoll District),Napa,87,30.0,2007
3831,Venge 2007 Gladys' Vineyard Syrah (Dry Creek Valley),Sonoma,87,45.0,2007
3832,Breggo 2007 Syrah (Anderson Valley),California,87,55.0,2007
3833,Three Rivers 2006 Boushey Vineyards Syrah (Yakima Valley),Columbia Valley,87,50.0,2006
3834,Topanga 2005 Edna Ranch Vineyard Syrah (Edna Valley),Central Coast,87,28.0,2005
3835,Ledgewood Creek 2007 Estate Grown Syrah (Suisun Valley),North Coast,87,15.0,2007
3836,Coeur d'Alene 2006 Envy Syrah (Washington),Washington Other,87,32.0,2006
3837,Lone Canary 2007 Syrah (Columbia Valley (WA)),Columbia Valley,87,22.0,2007
3838,Twisted Oak 2005 Tanner Vineyard Syrah (Calaveras County),Sierra Foothills,87,32.0,2005
3839,Sebastopol 2006 Three Blocks Syrah (Russian River Valley),Sonoma,87,25.0,2006
3840,Curtis 2006 Rock Hollow Vineyard Syrah (Santa Ynez Valley),Central Coast,87,35.0,2006
3841,Spicerack 2007 Punchdown Syrah (Sonoma Coast),Sonoma,87,25.0,2007
3842,Spring Mountain Vineyard 2006 Estate Bottled Syrah (Napa Valley),Napa,87,55.0,2006
3843,Kendall-Jackson 2007 Jackson Estates Grown Vintner's Reserve Syrah (California),California Other,86,14.0,2007
3844,Covington 2006 Starr Syrah (Walla Walla Valley (WA)),Columbia Valley,86,35.0,2006
3845,Alexander Valley Vineyards 2006 Alexander School Reserve Big Barrel Syrah (Alexander Valley),Sonoma,85,35.0,2006
3846,Leonesse Cellars 2006 Syrah (Temecula Valley),South Coast,85,34.0,2006
3847,Martin Ranch 2006 Thérèse Vineyards Lester Family Vineyards Syrah (Santa Cruz Mountains),Central Coast,85,35.0,2006
3848,Martin Ranch 2005 Thérèse Vineyards Syrah (Santa Clara Valley),Central Coast,82,27.0,2005
3849,Malibu 2007 Syrah (California),California Other,80,30.0,2007
3850,Owen Roe 2007 Lady Rosa Syrah (Yakima Valley),Columbia Valley,95,45.0,2007
3851,Wrath 2007 Doctor's Vineyard Syrah (Santa Lucia Highlands),Central Coast,94,50.0,2007
3852,Samsara 2006 Melville Vineyard Syrah (Sta. Rita Hills),Central Coast,94,40.0,2006
3853,Joseph Phelps 2006 Syrah (Napa Valley),Napa,93,50.0,2006
3854,Ojai 2006 Presidio Vineyard Syrah (Santa Barbara County),Central Coast,93,50.0,2006
3855,Zaca Mesa 2006 Mesa Reserve Syrah (Santa Ynez Valley),Central Coast,93,42.0,2006
3856,Melville 2006 Donna's Syrah (Sta. Rita Hills),Central Coast,93,36.0,2006
3857,Beckmen 2007 Estate Syrah (Santa Ynez Valley),Central Coast,92,28.0,2007
3858,Foxen 2006 Roasted Slope Syrah (Santa Ynez Valley),Central Coast,92,40.0,2006
3859,Doyenne 2006 Syrah (Yakima Valley),Columbia Valley,92,49.0,2006
3860,Talmage 2006 Mariah Vineyard Syrah (Mendocino Ridge),California,92,32.0,2006
3861,Jaffurs 2006 Verna's Vineyard Syrah (Santa Barbara County),Central Coast,92,42.0,2006
3862,Zaca Mesa 2006 Eight Barrel Syrah (Santa Ynez Valley),Central Coast,92,38.0,2006
3863,L'Ecole No. 41 2007 Seven Hills Vineyard Estate Syrah (Walla Walla Valley (WA)),Columbia Valley,92,37.0,2007
3864,Mendocino Farms 2006 Fairbairn Ranch Syrah (Mendocino),California,92,32.0,2006
3865,Dierberg 2006 Syrah (Santa Ynez Valley),Central Coast,91,34.0,2006
3866,Doyenne 2006 Grand Ciel Vineyard Syrah (Red Mountain),Columbia Valley,91,75.0,2006
3867,Jaffurs 2007 Larner Vineyard Syrah (Santa Barbara County),Central Coast,91,38.0,2007
3868,MacRostie 2005 Wildcat Mountain Vineyard Syrah (Sonoma Coast),Sonoma,91,34.0,2005
3869,Foxen 2006 Williamson-Doré Vineyard Syrah (Santa Ynez Valley),Central Coast,91,44.0,2006
3870,Gordon Brothers 2006 Syrah (Columbia Valley (WA)),Columbia Valley,91,20.0,2006
3871,Melville 2007 Estate - Verna's Syrah (Santa Barbara County),Central Coast,90,24.0,2007
3872,Stephenson Cellars 2006 Syrah (Washington),Washington Other,90,30.0,2006
3873,:Nota Bene 2006 Ciel du Cheval Vineyard Syrah (Red Mountain),Columbia Valley,90,35.0,2006
3874,Amavi 2007 Syrah (Walla Walla Valley (WA)),Columbia Valley,89,28.0,2007
3875,Spot-On 2007 Bells Echo Vineyard Syrah (Mendocino County),California,88,20.0,2007
3876,Corvidae 2006 Lenore Syrah (Columbia Valley (WA)),Columbia Valley,88,13.0,2006
3877,Blair Fox 2006 Paradise Road Vineyard Syrah (Santa Barbara County),Central Coast,88,37.0,2006
3878,L'Ecole No. 41 2006 Syrah (Columbia Valley (WA)),Columbia Valley,88,25.0,2006
3879,Miraflores 2006 Méthode Ancienne Syrah (El Dorado),Sierra Foothills,87,30.0,2006
3880,Spot-On 2007 Whole Cluster Syrah (Mendocino County),California,87,23.0,2007
3881,:Nota Bene 2006 Syrah (Columbia Valley (WA)),Columbia Valley,87,30.0,2006
3882,Hughes Family Vineyards 2006 Savannah Vineyard Syrah (Sonoma Mountain),Sonoma,87,40.0,2006
3883,Longoria 2006 Clover Creek Vineyard Syrah (Santa Ynez Valley),Central Coast,87,28.0,2006
3884,C.R. Sandidge 2004 Klingele Vineyard Syrah (Yakima Valley),Columbia Valley,87,24.0,2004
3885,Rosenblum 2006 Snows Lake Syrah (Lake County),California,86,25.0,2006
3886,Les Caves Roties de Pente 2005 Syrah (Dry Creek Valley),Sonoma,86,35.0,2005
3887,Longoria 2006 Alisos Vineyard Syrah (Santa Barbara County),Central Coast,85,34.0,2006
3888,Route 128 2005 Opatz Family Vineyard Syrah (Yorkville Highlands),North Coast,84,32.0,2005
3889,Scott Harvey 2006 J&S Reserve Syrah (Amador County),Sierra Foothills,84,30.0,2006
3890,Bonaccorsi 2006 Star Lane Vineyard Syrah (Santa Ynez Valley),Central Coast,84,55.0,2006
3891,Q 2007 Syrah (Sonoma County),Sonoma,84,16.0,2007
3892,Ironstone 2007 Syrah (Lodi),Central Valley,84,10.0,2007
3893,Renwood 2005 Syrah (Amador County),Sierra Foothills,84,25.0,2005
3894,Miraflores 2006 Syrah (El Dorado),Sierra Foothills,84,25.0,2006
3895,Villa Toscano 2006 Estate Bottled Syrah (Shenandoah Valley (CA)),Sierra Foothills,84,32.0,2006
3896,Fetzer 2006 Valley Oaks Shiraz (California),California Other,84,9.0,2006
3897,Edna Valley Vineyard 2006 Paragon Syrah (Edna Valley),Central Coast,83,12.0,2006
3898,Butterfield Station 2008 Shiraz (California),California Other,83,9.0,2008
3899,Clos du Lac 2006 Syrah (Sierra Foothills),Sierra Foothills,83,12.0,2006
3900,Blair Fox 2006 Tierra Alta Vineyard Syrah (Santa Barbara County),Central Coast,82,34.0,2006
3901,Joullian 2005 Syrah (Carmel Valley),Central Coast,82,35.0,2005
3902,Rosenblum 2006 Fran's Vineyard Reserve Syrah (Rockpile),Sonoma,82,45.0,2006
3903,Wood Winery 2004 Gina's Vineyard Syrah (San Luis Obispo County),Central Coast,82,28.0,2004
3904,Renwood 2005 Syrah (Sierra Foothills),Sierra Foothills,81,10.0,2005
3905,Tamayo 2006 Syrah (Contra Costa County),Central Coast,80,24.0,2006
3906,Rosenblum 2006 Abba Vineyard Syrah (Lodi),Central Valley,80,25.0,2006
3907,Qupé 2005 Bien Nacido X Block The Good Nacido Syrah (Santa Maria Valley),Central Coast,97,95.0,2005
3908,Qupé 2005 Bien Nacido Hillside Estate Syrah (Santa Maria Valley),Central Coast,92,45.0,2005
3909,Jack Creek 2006 Syrah (Paso Robles),Central Coast,90,45.0,2006
3910,Cambria 2006 Tepesquet Vineyard Syrah (Santa Maria Valley),Central Coast,89,19.0,2006
3911,Bonaccorsi 2006 Bien Nacido Vineyard Syrah (Santa Maria Valley),Central Coast,88,55.0,2006
3912,Nicholson Ranch 2006 Las Madres Syrah (Los Carneros),Napa-Sonoma,87,35.0,2006
3913,Tantara 2005 Bien Nacido Estate Grown Syrah (Santa Maria Valley),Central Coast,87,42.0,2005
3914,Tercero 2006 Tierra Alta Syrah (Santa Ynez Valley),Central Coast,87,28.0,2006
3915,Kinton 2006 Syrah (Santa Barbara County),Central Coast,87,18.0,2006
3916,Terremoto Cellars 2005 Windsor Oaks Vineyard Syrah (Chalk Hill),Sonoma,87,25.0,2005
3917,Wine Spots 2006 Syrah (Sonoma Coast),Sonoma,87,25.0,2006
3918,EdenVale 2004 Syrah (Rogue Valley),Southern Oregon,86,25.0,2004
3919,Halter Ranch 2006 Syrah (Paso Robles),Central Coast,86,28.0,2006
3920,Kaleidos 2005 Syrah (Paso Robles),Central Coast,86,28.0,2005
3921,Beauregard 2006 Nelson Family Vineyard Syrah (Santa Cruz Mountains),Central Coast,85,45.0,2006
3922,Changala 2005 Syrah (Paso Robles),Central Coast,85,22.0,2005
3923,Ortman Family 2006 Syrah (Paso Robles),Central Coast,85,22.0,2006
3924,Nicholson Ranch 2006 Syrah (Bennett Valley),Sonoma,83,38.0,2006
3925,Ojai 2005 Bien Nacido Vineyard Syrah (Santa Maria Valley),Central Coast,94,38.0,2005
3926,Taj 2006 Syrah (Los Carneros),Napa-Sonoma,94,30.0,2006
3927,Rasa 2007 QED Syrah (Columbia Valley (WA)),Columbia Valley,94,50.0,2007
3928,McCrea Cellars 2005 Boushey Grande Côte Vineyard Syrah (Yakima Valley),Columbia Valley,93,36.0,2005
3929,Ojai 2005 Melville Vineyards Syrah (Sta. Rita Hills),Central Coast,93,45.0,2005
3930,K Vintners 2006 Sundance Vineyard ‘The Deal' Syrah (Wahluke Slope),Columbia Valley,93,35.0,2006
3931,Baker Lane 2007 Estate Vineyard Syrah (Sonoma Coast),Sonoma,93,45.0,2007
3932,Hestia Cellars 2006 Syrah (Columbia Valley (WA)),Columbia Valley,92,32.0,2006
3933,K Vintners 2006 Phil Lane Syrah (Walla Walla Valley (WA)),Columbia Valley,92,70.0,2006
3934,Fess Parker 2006 The Big Easy Syrah (Santa Barbara County),Central Coast,92,40.0,2006
3935,Syncline 2007 Syrah (Columbia Valley (WA)),Columbia Valley,92,24.0,2007
3936,McCrea Cellars 2005 Cuvée Orleans Syrah (Yakima Valley),Columbia Valley,92,40.0,2005
3937,La Diligence 2007 Stagecoach Vineyard Syrah (Napa Valley),Napa,91,48.0,2007
3938,McCrea Cellars 2005 Ciel du Cheval Vineyard Syrah (Red Mountain),Columbia Valley,91,36.0,2005
3939,Côte Bonneville 2005 DuBrul Vineyard Syrah (Yakima Valley),Columbia Valley,91,65.0,2005
3940,K Vintners 2006 Morrison Lane Syrah (Walla Walla Valley (WA)),Columbia Valley,91,45.0,2006
3941,Fess Parker 2006 Rodney's Vineyard Syrah (Santa Barbara County),Central Coast,91,40.0,2006
3942,Testarossa 2007 Subasio Syrah (Central Coast),Central Coast,91,34.0,2007
3943,Ojai 2005 Thompson Vineyard Syrah (Santa Barbara County),Central Coast,91,45.0,2005
3944,Watermill 2006 Syrah (Walla Walla Valley (WA)),Columbia Valley,90,24.0,2006
3945,Sequel 2006 Syrah (Columbia Valley (WA)),Columbia Valley,90,55.0,2006
3946,Nefarious 2007 Defiance Vineyard Estate Syrah (Columbia Valley (WA)),Columbia Valley,90,27.0,2007
3947,Efeste 2006 Ceidleigh Syrah (Red Mountain),Columbia Valley,90,29.0,2006
3948,Bunchgrass 2006 Syrah (Columbia Valley (WA)),Columbia Valley,90,32.0,2006
3949,Otis Kenyon 2006 Syrah (Walla Walla Valley (WA)),Columbia Valley,89,30.0,2006
3950,K Vintners 2006 MCK Syrah (Washington),Washington Other,89,30.0,2006
3951,Boudreaux Cellars 2005 Pepper Bridge & Wallula Vineyards Syrah (Washington),Washington Other,89,50.0,2005
